name,base_health_point,base_attack,base_defence,base_speed,element_type,image_url
simisear,75,98,63,101,fire,http://assets.pokemon.com/assets/cms2/img/pokedex/full/514.png
panpour,50,53,48,64,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/515.png
simipour,75,98,63,101,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/516.png
munna,76,25,45,24,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/517.png
musharna,116,55,85,29,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/518.png
pidove,50,55,50,43,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/519.png
tranquill,62,77,62,65,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/520.png
unfezant,80,115,80,93,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/521.png
blitzle,45,60,32,76,electric,http://assets.pokemon.com/assets/cms2/img/pokedex/full/522.png
zebstrika,75,100,63,116,electric,http://assets.pokemon.com/assets/cms2/img/pokedex/full/523.png
roggenrola,55,75,85,15,rock,http://assets.pokemon.com/assets/cms2/img/pokedex/full/524.png
boldore,70,105,105,20,rock,http://assets.pokemon.com/assets/cms2/img/pokedex/full/525.png
gigalith,85,135,130,25,rock,http://assets.pokemon.com/assets/cms2/img/pokedex/full/526.png
woobat,55,45,43,72,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/527.png
swoobat,67,57,55,114,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/528.png
drilbur,60,85,40,68,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/529.png
excadrill,110,135,60,88,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/530.png
audino,103,60,86,50,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/531.png
audino-mega,103,60,126,50,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/531_f2.png
timburr,75,80,55,35,fighting,http://assets.pokemon.com/assets/cms2/img/pokedex/full/532.png
gurdurr,85,105,85,40,fighting,http://assets.pokemon.com/assets/cms2/img/pokedex/full/533.png
conkeldurr,105,140,95,45,fighting,http://assets.pokemon.com/assets/cms2/img/pokedex/full/534.png
tympole,50,50,40,64,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/535.png
palpitoad,75,65,55,69,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/536.png
seismitoad,105,95,75,74,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/537.png
throh,120,100,85,45,fighting,http://assets.pokemon.com/assets/cms2/img/pokedex/full/538.png
sawk,75,125,75,85,fighting,http://assets.pokemon.com/assets/cms2/img/pokedex/full/539.png
sewaddle,45,53,70,42,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/540.png
swadloon,55,63,90,42,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/541.png
leavanny,75,103,80,92,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/542.png
venipede,30,45,59,57,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/543.png
whirlipede,40,55,99,47,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/544.png
scolipede,60,100,89,112,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/545.png
cottonee,40,27,60,66,grass,http://assets.pokemon.com/assets/cms2/img/pokedex/full/546.png
whimsicott,60,67,85,116,grass,http://assets.pokemon.com/assets/cms2/img/pokedex/full/547.png
petilil,45,35,50,30,grass,http://assets.pokemon.com/assets/cms2/img/pokedex/full/548.png
lilligant,70,60,75,90,grass,http://assets.pokemon.com/assets/cms2/img/pokedex/full/549.png
basculin-red-striped,70,92,65,98,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/550.png
basculin-blue-striped,70,92,65,98,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/550_f2.png
sandile,50,72,35,65,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/551.png
krokorok,60,82,45,74,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/552.png
krookodile,95,117,80,92,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/553.png
darumaka,70,90,45,50,fire,http://assets.pokemon.com/assets/cms2/img/pokedex/full/554.png
darmanitan-standard,105,140,55,95,fire,http://assets.pokemon.com/assets/cms2/img/pokedex/full/555.png
darmanitan-zen,105,30,105,55,fire,http://assets.pokemon.com/assets/cms2/img/pokedex/full/555_f2.png
maractus,75,86,67,60,grass,http://assets.pokemon.com/assets/cms2/img/pokedex/full/556.png
dwebble,50,65,85,55,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/557.png
crustle,70,95,125,45,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/558.png
scraggy,50,75,70,48,dark,http://assets.pokemon.com/assets/cms2/img/pokedex/full/559.png
scrafty,65,90,115,58,dark,http://assets.pokemon.com/assets/cms2/img/pokedex/full/560.png
sigilyph,72,58,80,97,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/561.png
yamask,38,30,85,30,ghost,http://assets.pokemon.com/assets/cms2/img/pokedex/full/562.png
cofagrigus,58,50,145,30,ghost,http://assets.pokemon.com/assets/cms2/img/pokedex/full/563.png
tirtouga,54,78,103,22,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/564.png
carracosta,74,108,133,32,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/565.png
archen,55,112,45,70,rock,http://assets.pokemon.com/assets/cms2/img/pokedex/full/566.png
archeops,75,140,65,110,rock,http://assets.pokemon.com/assets/cms2/img/pokedex/full/567.png
trubbish,50,50,62,65,poison,http://assets.pokemon.com/assets/cms2/img/pokedex/full/568.png
garbodor,80,95,82,75,poison,http://assets.pokemon.com/assets/cms2/img/pokedex/full/569.png
zorua,40,65,40,65,dark,http://assets.pokemon.com/assets/cms2/img/pokedex/full/570.png
zoroark,60,105,60,105,dark,http://assets.pokemon.com/assets/cms2/img/pokedex/full/571.png
minccino,55,50,40,75,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/572.png
cinccino,75,95,60,115,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/573.png
gothita,45,30,50,45,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/574.png
gothorita,60,45,70,55,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/575.png
gothitelle,70,55,95,65,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/576.png
solosis,45,30,40,20,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/577.png
duosion,65,40,50,30,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/578.png
reuniclus,110,65,75,30,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/579.png
ducklett,62,44,50,55,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/580.png
swanna,75,87,63,98,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/581.png
vanillite,36,50,50,44,ice,http://assets.pokemon.com/assets/cms2/img/pokedex/full/582.png
vanillish,51,65,65,59,ice,http://assets.pokemon.com/assets/cms2/img/pokedex/full/583.png
vanilluxe,71,95,85,79,ice,http://assets.pokemon.com/assets/cms2/img/pokedex/full/584.png
deerling,60,60,50,75,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/585.png
sawsbuck,80,100,70,95,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/586.png
emolga,55,75,60,103,electric,http://assets.pokemon.com/assets/cms2/img/pokedex/full/587.png
karrablast,50,75,45,60,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/588.png
escavalier,70,135,105,20,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/589.png
foongus,69,55,45,15,grass,http://assets.pokemon.com/assets/cms2/img/pokedex/full/590.png
amoonguss,114,85,70,30,grass,http://assets.pokemon.com/assets/cms2/img/pokedex/full/591.png
frillish,55,40,50,40,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/592.png
jellicent,100,60,70,60,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/593.png
alomomola,165,75,80,65,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/594.png
joltik,50,47,50,65,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/595.png
galvantula,70,77,60,108,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/596.png
ferroseed,44,50,91,10,grass,http://assets.pokemon.com/assets/cms2/img/pokedex/full/597.png
ferrothorn,74,94,131,20,grass,http://assets.pokemon.com/assets/cms2/img/pokedex/full/598.png
klink,40,55,70,30,steel,http://assets.pokemon.com/assets/cms2/img/pokedex/full/599.png
klang,60,80,95,50,steel,http://assets.pokemon.com/assets/cms2/img/pokedex/full/600.png
klinklang,60,100,115,90,steel,http://assets.pokemon.com/assets/cms2/img/pokedex/full/601.png
tynamo,35,55,40,60,electric,http://assets.pokemon.com/assets/cms2/img/pokedex/full/602.png
eelektrik,65,85,70,40,electric,http://assets.pokemon.com/assets/cms2/img/pokedex/full/603.png
eelektross,85,115,80,50,electric,http://assets.pokemon.com/assets/cms2/img/pokedex/full/604.png
elgyem,55,55,55,30,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/605.png
beheeyem,75,75,75,40,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/606.png
litwick,50,30,55,20,ghost,http://assets.pokemon.com/assets/cms2/img/pokedex/full/607.png
lampent,60,40,60,55,ghost,http://assets.pokemon.com/assets/cms2/img/pokedex/full/608.png
chandelure,60,55,90,80,ghost,http://assets.pokemon.com/assets/cms2/img/pokedex/full/609.png
axew,46,87,60,57,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/610.png
fraxure,66,117,70,67,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/611.png
haxorus,76,147,90,97,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/612.png
cubchoo,55,70,40,40,ice,http://assets.pokemon.com/assets/cms2/img/pokedex/full/613.png
beartic,95,110,80,50,ice,http://assets.pokemon.com/assets/cms2/img/pokedex/full/614.png
cryogonal,70,50,30,105,ice,http://assets.pokemon.com/assets/cms2/img/pokedex/full/615.png
shelmet,50,40,85,25,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/616.png
accelgor,80,70,40,145,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/617.png
stunfisk,109,66,84,32,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/618.png
mienfoo,45,85,50,65,fighting,http://assets.pokemon.com/assets/cms2/img/pokedex/full/619.png
mienshao,65,125,60,105,fighting,http://assets.pokemon.com/assets/cms2/img/pokedex/full/620.png
druddigon,77,120,90,48,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/621.png
golett,59,74,50,35,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/622.png
golurk,89,124,80,55,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/623.png
pawniard,45,85,70,60,dark,http://assets.pokemon.com/assets/cms2/img/pokedex/full/624.png
bisharp,65,125,100,70,dark,http://assets.pokemon.com/assets/cms2/img/pokedex/full/625.png
bouffalant,95,110,95,55,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/626.png
rufflet,70,83,50,60,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/627.png
braviary,100,123,75,80,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/628.png
vullaby,70,55,75,60,dark,http://assets.pokemon.com/assets/cms2/img/pokedex/full/629.png
mandibuzz,110,65,105,80,dark,http://assets.pokemon.com/assets/cms2/img/pokedex/full/630.png
heatmor,85,97,66,65,fire,http://assets.pokemon.com/assets/cms2/img/pokedex/full/631.png
durant,58,109,112,109,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/632.png
deino,52,65,50,38,dark,http://assets.pokemon.com/assets/cms2/img/pokedex/full/633.png
zweilous,72,85,70,58,dark,http://assets.pokemon.com/assets/cms2/img/pokedex/full/634.png
hydreigon,92,105,90,98,dark,http://assets.pokemon.com/assets/cms2/img/pokedex/full/635.png
larvesta,55,85,55,60,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/636.png
volcarona,85,60,65,100,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/637.png
cobalion,91,90,129,108,steel,http://assets.pokemon.com/assets/cms2/img/pokedex/full/638.png
terrakion,91,129,90,108,rock,http://assets.pokemon.com/assets/cms2/img/pokedex/full/639.png
virizion,91,90,72,108,grass,http://assets.pokemon.com/assets/cms2/img/pokedex/full/640.png
tornadus-incarnate,79,115,70,111,flying,http://assets.pokemon.com/assets/cms2/img/pokedex/full/641.png
tornadus-therian,79,100,80,121,flying,http://assets.pokemon.com/assets/cms2/img/pokedex/full/641_f2.png
thundurus-incarnate,79,115,70,111,electric,http://assets.pokemon.com/assets/cms2/img/pokedex/full/642.png
thundurus-therian,79,105,70,101,electric,http://assets.pokemon.com/assets/cms2/img/pokedex/full/642_f2.png
reshiram,100,120,100,90,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/643.png
zekrom,100,150,120,90,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/644.png
landorus-incarnate,89,125,90,101,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/645.png
landorus-therian,89,145,90,91,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/645_f2.png
kyurem,125,130,90,95,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/646.png
kyurem-black,125,170,100,95,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/646_f2.png
kyurem-white,125,120,90,95,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/646_f3.png
keldeo-ordinary,91,72,90,108,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/647.png
keldeo-resolute,91,72,90,108,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/647_f2.png
meloetta-aria,100,77,77,90,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/648.png
meloetta-pirouette,100,128,90,128,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/648_f2.png
genesect,71,120,95,99,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/649.png
chespin,56,61,65,38,grass,http://assets.pokemon.com/assets/cms2/img/pokedex/full/650.png
quilladin,61,78,95,57,grass,http://assets.pokemon.com/assets/cms2/img/pokedex/full/651.png
chesnaught,88,107,122,64,grass,http://assets.pokemon.com/assets/cms2/img/pokedex/full/652.png
fennekin,40,45,40,60,fire,http://assets.pokemon.com/assets/cms2/img/pokedex/full/653.png
braixen,59,59,58,73,fire,http://assets.pokemon.com/assets/cms2/img/pokedex/full/654.png
delphox,75,69,72,104,fire,http://assets.pokemon.com/assets/cms2/img/pokedex/full/655.png
froakie,41,56,40,71,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/656.png
frogadier,54,63,52,97,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/657.png
greninja,72,95,67,122,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/658.png
bunnelby,38,36,38,57,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/659.png
diggersby,85,56,77,78,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/660.png
fletchling,45,50,43,62,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/661.png
fletchinder,62,73,55,84,fire,http://assets.pokemon.com/assets/cms2/img/pokedex/full/662.png
talonflame,78,81,71,126,fire,http://assets.pokemon.com/assets/cms2/img/pokedex/full/663.png
scatterbug,38,35,40,35,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/664.png
spewpa,45,22,60,29,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/665.png
vivillon,80,52,50,89,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/666.png
litleo,62,50,58,72,fire,http://assets.pokemon.com/assets/cms2/img/pokedex/full/667.png
pyroar,86,68,72,106,fire,http://assets.pokemon.com/assets/cms2/img/pokedex/full/668.png
flabebe,44,38,39,42,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/669.png
floette,54,45,47,52,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/670.png
floette-eternal,74,65,67,92,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/670_f2.png
florges,78,65,68,75,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/671.png
skiddo,66,65,48,52,grass,http://assets.pokemon.com/assets/cms2/img/pokedex/full/672.png
gogoat,123,100,62,68,grass,http://assets.pokemon.com/assets/cms2/img/pokedex/full/673.png
pancham,67,82,62,43,fighting,http://assets.pokemon.com/assets/cms2/img/pokedex/full/674.png
pangoro,95,124,78,58,fighting,http://assets.pokemon.com/assets/cms2/img/pokedex/full/675.png
furfrou,75,80,60,102,normal,http://assets.pokemon.com/assets/cms2/img/pokedex/full/676.png
espurr,62,48,54,68,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/677.png
meowstic-male,74,48,76,104,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/678.png
meowstic-female,74,48,76,104,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/678_f2.png
honedge,45,80,100,28,steel,http://assets.pokemon.com/assets/cms2/img/pokedex/full/679.png
doublade,59,110,150,35,steel,http://assets.pokemon.com/assets/cms2/img/pokedex/full/680.png
aegislash-shield,60,50,150,60,steel,http://assets.pokemon.com/assets/cms2/img/pokedex/full/681.png
aegislash-blade,60,150,50,60,steel,http://assets.pokemon.com/assets/cms2/img/pokedex/full/681_f2.png
spritzee,78,52,60,23,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/682.png
aromatisse,101,72,72,29,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/683.png
swirlix,62,48,66,49,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/684.png
slurpuff,82,80,86,72,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/685.png
inkay,53,54,53,45,dark,http://assets.pokemon.com/assets/cms2/img/pokedex/full/686.png
malamar,86,92,88,73,dark,http://assets.pokemon.com/assets/cms2/img/pokedex/full/687.png
binacle,42,52,67,50,rock,http://assets.pokemon.com/assets/cms2/img/pokedex/full/688.png
barbaracle,72,105,115,68,rock,http://assets.pokemon.com/assets/cms2/img/pokedex/full/689.png
skrelp,50,60,60,30,poison,http://assets.pokemon.com/assets/cms2/img/pokedex/full/690.png
dragalge,65,75,90,44,poison,http://assets.pokemon.com/assets/cms2/img/pokedex/full/691.png
clauncher,50,53,62,44,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/692.png
clawitzer,71,73,88,59,water,http://assets.pokemon.com/assets/cms2/img/pokedex/full/693.png
helioptile,44,38,33,70,electric,http://assets.pokemon.com/assets/cms2/img/pokedex/full/694.png
heliolisk,62,55,52,109,electric,http://assets.pokemon.com/assets/cms2/img/pokedex/full/695.png
tyrunt,58,89,77,48,rock,http://assets.pokemon.com/assets/cms2/img/pokedex/full/696.png
tyrantrum,82,121,119,71,rock,http://assets.pokemon.com/assets/cms2/img/pokedex/full/697.png
amaura,77,59,50,46,rock,http://assets.pokemon.com/assets/cms2/img/pokedex/full/698.png
aurorus,123,77,72,58,rock,http://assets.pokemon.com/assets/cms2/img/pokedex/full/699.png
sylveon,95,65,65,60,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/700.png
hawlucha,78,92,75,118,fighting,http://assets.pokemon.com/assets/cms2/img/pokedex/full/701.png
dedenne,67,58,57,101,electric,http://assets.pokemon.com/assets/cms2/img/pokedex/full/702.png
carbink,50,50,150,50,rock,http://assets.pokemon.com/assets/cms2/img/pokedex/full/703.png
goomy,45,50,35,40,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/704.png
sliggoo,68,75,53,60,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/705.png
goodra,90,100,70,80,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/706.png
klefki,57,80,91,75,steel,http://assets.pokemon.com/assets/cms2/img/pokedex/full/707.png
phantump,43,70,48,38,ghost,http://assets.pokemon.com/assets/cms2/img/pokedex/full/708.png
trevenant,85,110,76,56,ghost,http://assets.pokemon.com/assets/cms2/img/pokedex/full/709.png
pumpkaboo-average,49,66,70,51,ghost,http://assets.pokemon.com/assets/cms2/img/pokedex/full/710.png
pumpkaboo-small,44,66,70,56,ghost,http://assets.pokemon.com/assets/cms2/img/pokedex/full/710_f2.png
pumpkaboo-large,54,66,70,46,ghost,http://assets.pokemon.com/assets/cms2/img/pokedex/full/710_f3.png
pumpkaboo-super,59,66,70,41,ghost,http://assets.pokemon.com/assets/cms2/img/pokedex/full/710_f4.png
gourgeist-average,65,90,122,84,ghost,http://assets.pokemon.com/assets/cms2/img/pokedex/full/711.png
gourgeist-small,55,85,122,99,ghost,http://assets.pokemon.com/assets/cms2/img/pokedex/full/711_f2.png
gourgeist-large,75,95,122,69,ghost,http://assets.pokemon.com/assets/cms2/img/pokedex/full/711_f3.png
gourgeist-super,85,100,122,54,ghost,http://assets.pokemon.com/assets/cms2/img/pokedex/full/711_f4.png
bergmite,55,69,85,28,ice,http://assets.pokemon.com/assets/cms2/img/pokedex/full/712.png
avalugg,95,117,184,28,ice,http://assets.pokemon.com/assets/cms2/img/pokedex/full/713.png
noibat,40,30,35,55,flying,http://assets.pokemon.com/assets/cms2/img/pokedex/full/714.png
noivern,85,70,80,123,flying,http://assets.pokemon.com/assets/cms2/img/pokedex/full/715.png
xerneas,126,131,95,99,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/716.png
yveltal,126,131,95,99,dark,http://assets.pokemon.com/assets/cms2/img/pokedex/full/717.png
zygarde,108,100,121,95,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/718.png
diancie,50,100,150,50,rock,http://assets.pokemon.com/assets/cms2/img/pokedex/full/719.png
diancie-mega,50,160,110,110,rock,http://assets.pokemon.com/assets/cms2/img/pokedex/full/719_f2.png
hoopa,80,110,60,70,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/720.png
hoopa-unbound,80,160,60,80,psychic,http://assets.pokemon.com/assets/cms2/img/pokedex/full/720_f2.png
volcanion,80,110,120,70,fire,http://assets.pokemon.com/assets/cms2/img/pokedex/full/721.png
